id,ecode,slug,name,category,halal_status_name,halal_status_title,halal_status_slug,status_id,description,status_description,created_at,updated_at
63,Е440a,e440a,Пектин,"Эмульгаторлар мен стабилизаторлар – пектин
және оның туындылары",Халяль,Разрешено,ruqsat-etilgender,1,,,[],
64,Е440b,e440b,Амидирлі  пектин,"Эмульгаторлар мен стабилизаторлар – пектин
және оның туындылары",Халяль,Разрешено,ruqsat-etilgender,1,,,[],
65,"Е450 a,b,c",e450abc,Калий және натрийдің фосфаты және полифосфаты,Басқалар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],
66,Е460,e460,Целлюлоза микрокристаллическая и в порошке,Эмульгаторлар мен стабилизаторлар – целлюлоза және оның туындылары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],
67,Е461,e461,Метилцеллюлоза,Эмульгаторлар мен стабилизаторлар – целлюлоза және оның туындылары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],
68,Е463,e463,Гидроксипропилцелюлоз а,Эмульгаторлар мен стабилизаторлар – целлюлоза және оның туындылары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],
69,Е464,e464,Гидроксипропилметилцел люлоза,Эмульгаторлар мен стабилизаторлар – целлюлоза және оның туындылары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],
70,Е465,e465,Метилэтилцеллюлоза,Эмульгаторлар мен стабилизаторлар – целлюлоза және оның туындылары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],
71,Е466,e466,Натрий- карбоксиметилцеллюлоза,Эмульгаторлар мен стабилизаторлар – целлюлоза және оның туындылары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],
72,Е234,not-e-234,Низин,Консервант – другое,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
73,Е262,not-e-262,Натрий ацетаты,Басқа – қышқылдар және олардың тұздары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
74,Е296,not-e-296,Алма қышқылы,Басқа – қышқылдар және олардың тұздары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
75,Е297,not-e-297,Фумар қышқылы,Басқа – қышқылдар және олардың тұздары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
76,Е350,not-e-350,Натрий малаты,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
77,Е351,not-e-351,Калий малаты,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
78,Е352,not-e-352,Кальций малаты,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
79,Е353,not-e-353,Мета-винді қышқыл,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
80,Е355,not-e-355,Адипин қышқылы,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
81,Е363,not-e-363,Янтарь қышқылы,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
82,Е370,not-e-370,Гептонолактон,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
83,Е375,not-e-375,Никотин қышқылы,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
84,Е380,not-e-380,Цитрат аммонийі,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
85,Е381,not-e-381,Аммоний темірінің цитраты,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
86,Е385,not-e-385,Кальций динатрий тұзы ЭДТА,Басқа – алма қышқылының тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
87,Е416,not-e-416,Карайи камедьі,Эмульгаторлар мен стабилизаторлар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
88,Е500,not-e-500,Натрий карбонаты және бикарбонаты,Басқа – қышқылдар мен тұздар: карбонаттар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
89,Е501,not-e-501,Калий карбонаты және бикарбонаты,Басқа – қышқылдар мен тұздар: карбонаттар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
90,Е503,not-e-503,Аммоний карбонаты,Басқа – қышқылдар мен тұздар: карбонаттар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
91,Е504,not-e-504,Магний карбонат,Басқа – қышқылдар мен тұздар: карбонаттар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
92,Е507,not-e-507,Тұз қышқылы,Басқа – қышқылдар мен тұздар: тұз қышқылы және тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
93,Е508,not-e-508,Калий хлориді,Басқа – қышқылдар мен тұздар: тұз қышқылы және тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
94,Е509,not-e-509,Кальций хлориді,Басқа – қышқылдар мен тұздар: тұз қышқылы және тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
95,Е510,not-e-510,Аммоний хлориді,Басқа – қышқылдар мен тұздар: тұз қышқылы және тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
96,Е513,not-e-513,Күкірт қышқылы,Басқа – қышқылдар мен тұздар: күкірт қышқылы және тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
97,Е514,not-e-514,Натрий сульфаты,Басқа – қышқылдар мен тұздар: күкірт қышқылы және тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
98,Е515,not-e-515,Калий сульфаты,Басқа – қышқылдар мен тұздар: күкірт қышқылы және тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
99,Е516,not-e-516,Кальций сульфаты,Басқа – қышқылдар мен тұздар: күкірт қышқылы және тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
100,Е518,not-e-518,Магний сульфаты,Басқа – қышқылдар мен тұздар: күкірт қышқылы және тұзы,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
101,Е524,not-e-524,Натрий гидроксиді,Басқа – сілтіліктер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
102,Е525,not-e-525,Калий гидроксиді,Басқа – сілтіліктер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
103,Е526,not-e-526,Кальций гидроксиді,Басқа – сілтіліктер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
104,Е527,not-e-527,Аммний гидроксиді,Басқа – сілтіліктер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
105,Е528,not-e-528,Магний гидроксиді,Басқа – сілтіліктер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
106,Е529,not-e-529,Кальций оксиді,Басқа – сілтіліктер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
107,Е530,not-e-530,Магний оксиді,Басқа – сілтіліктер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
108,Е535,not-e-535,Натрий ферроцианиді,Тұздар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
109,Е536,not-e-536,Калий ферроцианиді,Тұздар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
110,Е540,not-e-540,Дикальций дифосфаты,Тұздар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
111,Е541,not-e-541,Алюмофосфат натрийі,Тұздар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
112,Е545,not-e-545,Полифосфат аммонийі,Басқа – антиспекательдер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
113,Е551,not-e-551,Кремний диоксид,Басқа – кремний тұздары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
114,Е552,not-e-552,Кальций силикаты,Басқа – кремний тұздары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
115,Е553,not-e-553,"Магний силикаты, магний  трисиликаты",Басқа – кремний тұздары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
116,Е554,not-e-554,Натрий алюмосиликаты,Басқа – кремний тұздары,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
117,Е558,not-e-558,Бентонит,Басқа құраушылар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
118,Е559,not-e-559,Каолин (алюмосиликат),Басқа құраушылар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
119,Е575,not-e-575,Глюконо-d-лактон,Басқа құраушылар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
120,Е576,not-e-576,Натрий глюконаты,Басқа құраушылар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
121,Е577,not-e-577,Калий глюконаты,Басқа құраушылар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
122,Е578,not-e-578,Кальций глюконаты,Басқа құраушылар,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
123,Е636,not-e-636,Мальтол,Басқа дәм күшейткіштер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
124,Е637,not-e-637,Этилмальтол,Басқа дәм күшейткіштер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
125,Е900,not-e-900,Полидиметилсилоксан,Басқа дәм күшейткіштер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
126,Е901,not-e-901,Балауыз,Басқа глазурлер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
127,Е903,not-e-903,Карнауба балауызы,Басқа глазурлер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
128,Е905,not-e-905,Минералды көмірсутек,Басқа глазурлер,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
129,Е924,not-e-924,Калий броматы,Ұн жақсартқыш,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
130,Е925,not-e-925,Хлор,Ұн жақсартқыш,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
131,Е926,not-e-926,Хлор диоксиді,Ұн жақсартқыш,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
132,Е927,not-e-927,Азодикарбонамид,Ұн жақсартқыш,Халяль,Разрешено,ruqsat-etilgender,1,,,[],[]
138,Е122,e122,"Кармазин (кармуазин, азорубин)",Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100% құрғақ бояу күйінде қолданылса – халал, Егер сұйық бояу ретінде қолданылса – күмәнді",,[],[]
139,Е123,e123,Амарант,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық бояу ретінде қолданылса – күмәнді",,[],
140,Е124,e124,Понсо 4R (кошенилді қызыл А),Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық бояу ретінде қолданылса – күмәнді",,[],
141,Е127,e127,Эритрозин,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100% құрғақ бояу күйінде қолданылса – халал ;
Егер сұйық бояу ретінде қолданылса – күмәнді",,[],
142,Е131,e131,Пантенттелген көк V,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100% құрғақ бояу күйінде қолданылса – халал ;
Егер сұйық бояу ретінде қолданылса – күмәнді",,[],
143,Е132,e132,Индигокармин (индиготин),Краситель,Сомнительно, Сомнительные,kumandiler,2,Егер 100% синтетикалық бояу ретінде қолданылса – халал;                                    Егер еріткіш ретінде доңыз глицерині қолданылса – харам.,,[],
144,Е140,e140,Хлорофилл,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер суда, өсімдік майында, ацетон, метилэтилкетон, дихлорметан, көміртегінің қос тотығы, метанол, этанол, пропанол-2, гексанмен ерітілсе – халал;                        Егер этанолда ерітілсе",,[],
145,Е141,e141,Е 141 хлорофилдің мысты кешені ,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер  100% ұнтақ күйінде қолданылса және
су мен өсімдік майы қолданылса – халал; Егер этил спирті қосылса – күмәнді.",,[],
146,Е142,e142,Жасыл S,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді",,[],
147,Е151,e151,"Бриллиантты BN (жарқыраған қара BN, қара PN)",Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді",,[],
148,Е153,e153,Көмір қара,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді",,[],
149,Е160a,e160a,"Альфа-, бета-, гамма- каротиндер",Краситель-каротин,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді",,[],
150,Е160c,e160c,"Капсантин, капсорубин",Краситель-каротин,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді",,[],
151,Е160d,e160d,Ликопин,Краситель-каротин,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді",,[],
152,Е160e,e160e,Бета-апо-8-каротинді альдегид,Краситель-каротин,Сомнительно, Сомнительные,kumandiler,2,Егер 100% ұнтақ немесе грануляр күйінде келсе және сұйық күйінде еріткіш ретінде  өсімдік майы қолданылса – халал; Егер еріткіші доңыз желатині болса – харам.,,[],
153,Е160f,e160f,Этильді эфир бета-апо- 8-каротинді қышқыл,Краситель-каротин,Сомнительно, Сомнительные,kumandiler,2,Егер 100% ұнтақ немесе грануляр күйінде келсе және сұйық күйінде еріткіш ретінде  өсімдік майы қолданылса – халал; Егер доңыз желатині қосылса – харам.,,[],
154,Е161a,e161a,Флавоксантин,Краситель,Сомнительно, Сомнительные,kumandiler,2,Егер 100%  құрғақ бояу күйінде қолданылса – халал; Егер сұйық күйінде қолданылса – күмәнді.,,[],
155,Е161b,e161b,Лютеин,Краситель,Сомнительно, Сомнительные,kumandiler,2,Егер 100% ұнтақ немесе грануляр күйінде келсе – халал.                                                              Егер сұйық және құрғақ күйіне доңыз глицерині мен желатині қосылса – харам.,,[],
156,Е161c,e161c,Криптоксантин,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал, Егер сұйық күйінде қолданылса – күмәнді.",,[],
157,Е161d,e161d,Рубиксантин,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді.",,[],
158,Е161e,e161e,Виолоксантин (виолаксантин),Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді.",,[],
159,Е161f,e161f,Родоксантин,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді.",,[],
160,Е161g,e161g,Кантаксантин,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді.",,[],
161,Е162,e162,Қызылшалы қызыл (бетанин),Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді.",,[],
162,Е163,e163,Антоциандар,Краситель,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді.",,[],
163,Е170,e170,Карбонат кальциі,Органикалық емес бояғыш,Сомнительно, Сомнительные,kumandiler,2,"Егер тау минералдарынан алынып 100% құрғақ ұнтақ және грануляр күйінде қолданылса – халал.
Егер сұйық күйінде қолданылса – күмәнді",,[],
164,Е180,e180,Рубинді литол BK,Органикалық емес бояғыш,Сомнительно, Сомнительные,kumandiler,2,"Егер 100%  құрғақ бояу күйінде қолданылса – халал,
Егер сұйық күйінде қолданылса – күмәнді.",,[],
165,Е213,e213,Бензоат кальциі,Консервант,Сомнительно, Сомнительные,kumandiler,2,"Егер минералдардан алынса, халал,
Егер сүйектен алынса күмәнді.",,[],
166,Е214,e214,Этилпарабен (пара- гидроксибензил қышқылды этил эфирі),Консервант,Сомнительно, Сомнительные,kumandiler,2,"Егер тау минералдарынан алынып 100% құрғақ ұнтақ және грануляр күйінде қолданылса – халал.
Егер еріткіш ретінде спирт қолданылса харам.",,[],
167,Е215,e215,Пара-гидроксибензил қышқылды этил эфирінің натри тұзы,Консервант,Сомнительно, Сомнительные,kumandiler,2,"Егер тау минералдарынан алынып 100% құрғақ ұнтақ және грануляр күйінде қолданылса – халал.
Егер еріткіш ретінде спирт қолданылса харам.",,[],
168,Е216,e216,"Пропилпарабен (пара- гидроксибензил қышқылды пропил
эфирі)",Консервант,Сомнительно, Сомнительные,kumandiler,2,"Егер тау минералдарынан алынып 100% құрғақ ұнтақ және грануляр күйінде қолданылса – халал.
Егер еріткіш ретінде спирт қолданылса харам.",,[],
169,Е217,e217,Пара-гидроксибензил қышқылды пропил эфирінің натри тұзы,Консервант,Сомнительно, Сомнительные,kumandiler,2,"Егер тау минералдарынан алынып 100% құрғақ ұнтақ және грануляр күйінде қолданылса – халал.
Егер еріткіш ретінде спирт қолданылса харам.",,[],
170,Е218,e218,"Метилпарабен (пара- гидроксибензил қышқылының метил
эфирі)",Консервант,Сомнительно, Сомнительные,kumandiler,2,"Егер тау минералдарынан алынып 100% құрғақ ұнтақ және грануляр күйінде қолданылса – халал.
Егер еріткіш ретінде спирт қолданылса харам.",,[],
171,Е219,e219,Пара-гидроксибензойной кислоты метилового эфира натриевая соль,Консервант,Сомнительно, Сомнительные,kumandiler,2,"Егер тау минералдарынан алынып 100% құрғақ ұнтақ және грануляр күйінде қолданылса – халал.
Егер еріткіш ретінде спирт қолданылса харам.",,[],
172,Е227,e227,Гидросульфит кальция,Консервант,Сомнительно, Сомнительные,kumandiler,2,"Егер химикаттар мен минералдардан алынса – халал
Егер сүйектен алынса – күмәнді",,[],
173,Е230,e230,Бифенил (дифенил),Консервант,Сомнительно, Сомнительные,kumandiler,2,Егер еріткіш ретінде спирт қолданылса – күмәнді,,[],
174,Е231,e231,Ортофенилфенол,Консервант,Сомнительно, Сомнительные,kumandiler,2,Егер еріткіш ретінде спирт қолданылса – күмәнді,,[],
175,Е232,e232,Ортофенилфенол натри тұзы,Консервант,Сомнительно, Сомнительные,kumandiler,2,Егер еріткіш ретінде спирт қолданылса – күмәнді,,[],
176,Е233,e233,Тиабендазол,Консервант,Сомнительно, Сомнительные,kumandiler,2,Егер еріткіш ретінде спирт қолданылса – күмәнді,,[],
177,Е270,e270,Сүт қышқылы,Басқа қышқылдар,Сомнительно, Сомнительные,kumandiler,2,Егер сүт сарысуынан алынса – күмәнді.,,[],[]
178,Е282,e282,Пропионат кальциі,Консерванттар - қышқылдар,Сомнительно, Сомнительные,kumandiler,2,"Егер минералдан алынса – халал
Егер сүйектен алынса – күмәнді",,[],
179,Е302,e302,Аскорбат кальциі,"Антиоксиданттар –
витамин C және оның өнімдері",Сомнительно, Сомнительные,kumandiler,2,"Егер минералдан алынса – халал
Егер сүйектен алынса – күмәнді",,[],
180,Е304,e304,Аскорбилпальмитат,"Антиоксиданттар –
витамин C және оның өнімдері",Сомнительно, Сомнительные,kumandiler,2,"Егер май қышқылы, пальмитин қышқылы өсімдіктен алынса – халал; 
Егер пальмитин қышқылы  доңыз майынан аынса – харам;",,[],
181,Е306,e306,Токоферолдың табиғи концентраты ,Антиоксиданттар – витамин E,Сомнительно, Сомнительные,kumandiler,2,Егер токоферол өсімдік майынан алынса – халал;                                                                  Егер  токоферол   доңыз майынан алынса – харам,,[],
182,Е312,e312,Додецилгаллат,Антиоксиданттар – басқалары,Сомнительно, Сомнительные,kumandiler,2,"Егер чернил жаңғағы немесе өсімдік секрециясынан алынса –   халал. 
Егер еріткіш ретінде спирт қолданылса – харам.",,[],
183,Е320,e320,Бутилгидроксианизол,Антиоксиданттар – басқалары,Сомнительно, Сомнительные,kumandiler,2,"Егер тасымалдаушы ортасы өсімдік айы болса – халал.                                                            Егер тасымалдаушы ортасы  доңыз майы болса – харам.  
100% химиялық түрде кездеспейді.",,[],
